High_n-Low_n,Open_n-Close_n,SMA_20-SMA_10,Close_n_slope_3,Close_n_slope_5,Close_n_slope_10,Open_n_changelen,High_n_changelen,Low_n_changelen,Close_n_changelen,High_n-Low_n_changelen,Open_n-Close_n_changelen,SMA_20-SMA_10_changelen,Close_n_slope_3_changelen,Close_n_slope_5_changelen,Close_n_slope_10_changelen,row_num,Open_n_val,High_n_val,Low_n_val,Close_n_val,Volume_n_val,SMA_10_val,SMA_20_val,CMO_14_val,High_n-Low_n_val,Open_n-Close_n_val,SMA_20-SMA_10_val,Close_n_slope_3_val,Close_n_slope_5_val,Close_n_slope_10_val,Open_n_changelen_val,High_n_changelen_val,Low_n_changelen_val,Close_n_changelen_val,High_n-Low_n_changelen_val,Open_n-Close_n_changelen_val,SMA_20-SMA_10_changelen_val,Close_n_slope_3_changelen_val,Close_n_slope_5_changelen_val,Close_n_slope_10_changelen_val,Open_n,High_n,Low_n,Close_n,SMA_10,SMA_20,VOL_SMA_20,RSI_14,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,VWAP_D,MOM_30,CMO_14,era,id,target_5_val,target_10_val,target_5,target_10
0.01396007975609126,-0.01007244554315756,-0.00048594416520852945,-0.002061603776741213,0.0007775268425867399,-0.00038876342129336996,-3,2,1,1,3,-1,4,1,1,1,20,0.75,1.0,0.75,1.0,1.0,1.0,1.0,0.25,1.0,0.0,0.25,0.0,1.0,0.0,0.0,1.0,0.75,0.75,0.75,0.25,0.75,0.75,0.75,0.75,1.0047711690587675,1.0187312488148588,1.0047711690587675,1.014843614601925,1.0145785406662973,1.0140925965010887,892.7,49.935646320665526,1.004062098836408,1.0152323645413408,1.0264026302462737,2.2005338078400056,0.4825988947047133,1.0,1.0,1.0,1.013134308413865,1.0,-0.12870735866895625,1018,BOPY.AF,0.0,0.0,-0.00689166617064596,-0.009188910697323971
0.00017668000541171125,-0.00017668000541171125,0.00015021170929374605,-0.0028862677572337367,-0.0017670966554225397,-0.0010249192957956898,1,-1,2,-1,-1,1,5,-1,-1,-1,21,1.0,0.75,1.0,1.0,0.0,1.0,1.0,0.25,0.0,0.5,0.75,0.0,0.0,0.0,0.75,0.5,0.75,0.5,0.5,0.5,0.75,0.5,0.5,0.5,1.0088354832771127,1.0090121632825244,1.0088354832771127,1.0090121632825244,1.0135536213705016,1.0137038330797954,892.35,45.5225089633986,1.001727922509201,1.0134652678859182,1.0252026132626353,2.3162797480373722,0.3103018842647672,1.0,1.0,1.0,1.013134308413865,1.0,-8.954982073202798,1018,BOPY.AF,0.5,0.25,-0.00017668000541171125,-0.00212049711187845
0.0001766800054114892,-0.0001766800054114892,0.0005124697593064109,0.000883534845833663,-0.002721330467176042,-0.000777526842586762,-1,-2,-1,-2,-2,2,6,1,-2,1,22,0.75,0.75,1.0,0.75,0.0,1.0,1.0,0.25,0.0,0.5,0.75,1.0,0.0,0.0,0.5,0.25,0.5,0.25,0.25,0.5,1.0,0.75,0.25,0.75,1.007245093590857,1.0074217735962685,1.007245093590857,1.0074217735962685,1.0127760945279147,1.0132885642872211,892.25,44.37079260406332,1.0011731125157657,1.0107439374187421,1.0203147623217186,1.8938179193869045,0.32644318247633664,1.0,1.0,1.0,1.013134308413865,1.0,-11.258414791873362,1018,BOPY.AF,0.5,0.0,0.0005301748350106106,-0.0035341393833348
0.0010602822606331497,0.0010602822606331497,0.0005654838723376798,-0.002356137861815174,-0.0019791531075492143,-3.534274202110499e-05,1,1,1,1,1,3,7,-1,1,2,23,1.0,0.75,1.0,0.75,0.0,1.0,1.0,0.25,0.0,1.0,0.75,0.0,0.0,0.25,0.75,0.75,0.75,0.75,0.75,0.5,1.0,0.5,0.75,1.0,1.0088354832771127,1.0088354832771127,1.0077752010164795,1.0077752010164795,1.0127407517858937,1.0133062356582314,897.05,44.70558990504051,1.002086743297784,1.0087647843111929,1.0154428253246017,1.3240035967291957,0.4259076656817217,1.0,1.0,1.0,1.0130937067873835,1.0,-10.588820189918975,1018,BOPY.AF,0.25,0.0,-0.002297177117289939,-0.004947849064179
0.0001766800054114892,-0.0001766800054114892,0.001572728426653347,-0.000294511615277937,0.0006714918755846178,-0.000795194843127911,-1,-1,2,2,-1,-1,8,1,2,-1,24,0.75,0.75,1.0,0.75,0.0,1.0,1.0,0.25,0.0,0.5,1.0,0.25,1.0,0.0,0.5,0.5,0.75,1.0,0.5,0.25,1.0,0.75,1.0,0.5,1.007951948431279,1.0081286284366906,1.007951948431279,1.0081286284366906,1.011945556942766,1.0135182853694193,834.55,45.061663088821014,1.0039265382954916,1.0094362761867777,1.0149460140780637,1.0916465003812847,0.38133303472065483,1.0,1.0,1.0,1.0130878523172986,1.0,-9.876673822357978,1018,BOPY.AF,0.25,0.0,-0.0024739245320895,-0.0037108867981341387
0.0014137096808441996,-0.0014137096808441996,0.0020586759623311135,0.00017672494500353686,-0.001378333234129192,-0.0003004031957712261,-2,-2,-1,-1,1,-2,9,2,-1,1,25,0.75,0.75,0.75,0.75,0.0,1.0,1.0,0.25,0.25,0.0,1.0,0.5,0.0,0.0,0.25,0.25,0.5,0.5,0.75,0.0,1.0,1.0,0.5,0.75,1.006538238750435,1.007951948431279,1.006538238750435,1.007951948431279,1.0116451537469948,1.013703829709326,837.2,44.90598263487718,1.0069953340249134,1.0080579429526486,1.0091205518803839,0.21082298595313112,0.4501253383992315,-0.00240108925586191,1.0,1.0,1.0130701729830005,1.0,-10.188034730245663,1018,BOPY.AF,0.25,0.0,-0.0022972445266780106,-0.01342997233046861
0.0007068548404220998,-0.0007068548404220998,0.0032072847437927265,0.0003534274202110499,-3.533600108234225e-05,-0.000901216328252441,1,1,1,1,-1,1,10,3,1,-1,26,1.0,0.75,1.0,1.0,0.0,1.0,1.0,0.25,0.0,0.25,1.0,0.75,0.5,0.0,0.75,0.75,0.75,0.75,0.5,0.5,1.0,1.0,0.75,0.5,1.0081286284366906,1.0088354832771127,1.0081286284366906,1.0088354832771127,1.0107439374187421,1.0139512221625349,755.85,45.912325892343766,1.0070848600688795,1.008022606951566,1.0089603538342526,0.18605671662909626,0.9334199028301738,-0.0023667536215037366,1.0,1.0,1.0130610423511772,1.0,-8.175348215312468,1018,BOPY.AF,0.25,0.0,-0.0019438171064667387,-0.0031807793725115996
0.0,0.0,0.0036225501658981862,-5.889333513716307e-05,0.00010603496700212212,-0.0013076477500869599,-1,-1,-1,-1,-2,2,11,-1,2,-2,27,0.75,0.75,1.0,0.75,1.0,1.0,1.0,0.25,0.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.25,0.5,1.0,0.5,1.0,0.25,1.007951948431279,1.007951948431279,1.007951948431279,1.007951948431279,1.009436289668655,1.0130588398345532,683.9,45.026607607146225,1.0073872991614035,1.0081286419185682,1.008869984675733,0.14707304729561202,0.3808287491976969,-0.002383362344434925,1.0,1.0,1.0127700668319741,1.0,-9.946784785707546,1018,BOPY.AF,0.0,0.25,-0.004064314218345411,-0.0024739245320895
0.0012369622660446389,-0.0003534274202110499,0.003993638845711578,-0.0008246415106964999,-0.0004594354234579878,-0.001219294265503601,-2,-2,-2,-2,1,-1,12,-2,-1,1,28,0.75,0.75,0.75,0.75,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.75,0.25,1.0,0.25,0.5,0.75,1.0051245964789786,1.0063615587450232,1.0051245964789786,1.0054780238991896,1.0082169954031515,1.012210634248863,703.05,42.55131389273328,1.0053831728599691,1.0076692064951103,1.0099552401302514,0.4537270009654145,0.02074576632697085,-0.0025665641573318076,1.0,1.0,1.0123327238752327,1.0,-14.897372214533437,1018,BOPY.AF,0.25,0.5,-0.0026506719468890605,-0.0001767474147995607
0.0,0.0,0.0033309775999277313,-0.0010602597908371998,-0.0004947849064179,8.83534845833589e-05,1,-3,1,1,-1,1,-1,-3,-2,2,29,0.75,0.75,0.75,0.75,0.0,1.0,1.0,0.25,0.0,0.5,1.0,0.0,0.0,0.5,0.75,0.25,0.75,0.75,0.5,0.5,0.5,0.0,0.25,1.0,1.005654703904601,1.005654703904601,1.005654703904601,1.005654703904601,1.0083053488877352,1.0116363264876629,656.55,42.79318884203498,1.0044680544480533,1.0071744215886924,1.0098807887293315,0.5374177665016833,0.2192329042739487,-0.0026667556153538996,1.0,1.0,1.0123310928621485,1.0,-14.413622315930057,1018,BOPY.AF,0.25,0.0,-0.0012369622660446389,-0.010425872963368499
0.0,0.0,0.003596041424147378,-0.0007657481755593368,-0.0004594489053356021,-0.0009188910697323971,2,-4,2,2,-2,2,1,1,1,-1,30,0.75,0.75,0.75,0.75,0.0,1.0,1.0,0.25,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.75,1.0,0.25,0.5,0.5,0.75,0.75,0.5,1.005654703904601,1.005654703904601,1.005654703904601,1.005654703904601,1.0073864578180025,1.01098249924215,637.65,42.79318884203498,1.0039142504564673,1.0067149726833566,1.009515694910246,0.556408179650713,0.31071511330612295,-0.0027148628190425406,1.0,1.0,1.01228253024244,-0.01113272780379071,-14.41362231593006,1018,BOPY.AF,0.0,0.5,-0.011132727803790599,-0.0003534274202110499
0.001236962266044861,-0.001236962266044861,0.0031896066318435334,0.00047121409048545004,-0.00038876342129334773,-0.00021204971118784499,3,2,3,3,2,-2,-1,2,2,1,31,0.75,0.75,0.75,0.75,0.75,1.0,1.0,0.25,0.25,0.0,1.0,0.75,0.25,0.25,1.0,1.0,1.0,1.0,0.75,0.0,0.5,1.0,1.0,0.75,1.005654703904601,1.006891666170646,1.005654703904601,1.006891666170646,1.0071744081068146,1.0103640147386581,581.1,44.68421815274293,1.0044112102204383,1.0063262092620635,1.0082412083036887,0.3805921030377297,0.6476389534123663,-0.0026229399879569293,1.0,1.0,1.0120925385440656,-0.009895765537745849,-10.631563694514155,1018,BOPY.AF,0.25,0.25,-0.001236962266044861,-0.0015903896862559108
0.0019438171064667387,-0.0019438171064667387,0.0029775501797166815,-0.0005890232305558,-0.0008128628436690821,-0.00035341393833348,-3,-1,-3,-1,3,-3,-2,-1,-1,-1,32,0.75,0.75,0.75,0.75,0.25,0.75,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.75,0.0,0.25,0.5,0.5,0.5,1.001943817106467,1.0038876342129337,1.001943817106467,1.0038876342129337,1.0068209941684814,1.009798544348198,537.95,41.12850872192779,1.0035983702676061,1.0055133464183943,1.0074283225691825,0.3808952228449786,0.07552677489182354,-0.0027606674988276403,1.0,1.0,1.011949151159003,-0.01183951523482496,-17.74298255614442,1018,BOPY.AF,0.75,0.0,0.0015903896862559108,-0.01077930038357966
0.0,0.0,0.0032072712619151122,-0.0009424506507668499,-0.0005301343893778121,-0.0004947849064179,1,-2,1,-2,-1,1,1,-2,1,-2,33,0.75,0.5,0.75,0.75,0.0,0.75,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.75,0.25,0.75,0.25,0.5,0.5,0.5,0.25,0.75,0.25,1.0028273519523005,1.0028273519523005,1.0028273519523005,1.0028273519523005,1.0063262092620635,1.0095334805239786,521.8,39.921040843262205,1.0020998773886907,1.0049832120290165,1.0078665466693424,0.5738075235116691,0.1261516012459224,-0.0029216939911118622,-0.0003211729587312786,-0.0026005210323805836,1.0118657365990225,-0.00459442164396795,-20.1579183134756,1018,BOPY.AF,0.75,0.75,0.0024739245320895,0.0026506719468890605
